,text,date,nickname,date_year,sentiment,sentiment_score
78,"şarapta meşe tadını çok seven bir abimiz. bazen işi gücü bırakıp hipnotize olmuş bir biçimde izliyorum kendisini. öyle yemekten falan da hiç anlamam aslında, deniz ürünü balıktır benim için, hangi balığı yediğimi bile bilmem çoğu zaman, sos diyince aklıma burger king te kafamıza atılan kutucuklar gelir. ama ne zaman vedat milor'u görsem, kendimi cahil hissederim, duyularımın eksik olduğunu düşünürüm. bir insanın dili nasıl turnusol kağıdı gibi davranır ben bunu anlamıyorum ki. misal et yemeye gidiyor, önce",2009-07-14,mikasabeton,2009,Nötr,0.6560898423194885
79,"sadece şarapta değil, single malt viskide de meşe tadını seven abimizdir.
karadenizli olduğundan fena halde kıllanmaktayım.
(bkz: meşe sopası)",2009-07-14,castro,2009,Nötr,0.9262775778770447
80,"gurmeligini hic bilmiyorum. ama turkiye ve fransa'da planlama ve kalkinma anlayis ve pratiklerini karsilastirmali tahlil ettigi tezinin [kimi sorunlari oldugu iddia edilse de] harika bir tez oldugunu [bkz. oznel degerlendirme], ve savunuldugu sene amerika'da savunulmus en iyi tez vs. gibi odulleri aldigini [bkz. nesnel degerlendirme] belirtmek isterim. simdi nerede ne yapiyor acaba? bir ara kapisini calmayi dusunuyorum. herhalde tumuyle el etek cekmis degildir bu islerden? [yani, umarim.]",2009-07-14,zifir,2009,Nötr,0.9985911846160889
81,"kesinlikle kürt kanı var damarlarında bu zatın. seceresini araştırsın iyice bence. kırmızı et, kuşbaşılı pide, lahmacun, ciğer, çiğ köfte.. bunların hastası bu adam. gerçi aslının kürt olduğunu topluma deklare ederse kamuoyundaki itibarı düşebilir. yok yok temkinli davranıyo, ondan.",2009-07-16,ghostcountry,2009,Nötr,0.9629651308059692
82,"o kadar akademik kariyerin, derdin çilenin üstüne şapur şupur yemekleri götürmesi gereken. afiyet olsun vedatım, yarasın bal şeker olsun falan filan...",2009-07-19,blianst,2009,Pozitif,0.9986832737922668
83,"etlekmeğe yumuluşundan anlamıştım ben zaten konyalı olduğunu daha sonra bir proğramında itiraf da etti.

(bkz: konya) (bkz: etlekmek)",2009-07-30,zerdust50,2009,Nötr,0.9911205172538757
84,"kısıtlı içecek menüsünü hayatımıza sokan adam. restoranın diğer herşeyi 5 yldız olsa bile, kısıtlı içecek menüsünden dolayı 3 yıldız...

hayır nasıl bir içecek menüsü arıyor anlamıyorum. aslında anlıyorum, lafın gelişi öyle dedim. vedat abi belli şarabı çok seviyor. gittiği yerde istiyor şarabı, yoksa gitti bir yıldız. başka bi tane söylüyor, o da yoksa gitti bi yıldız daha. bi tane daha soruyor, o da yoksa su içiyor. ee burda bi bok yok lan diye içecek kısmını çıkarıyor değerlendirmeden. şarap ihtiyacını,",2009-07-30,dmxx,2009,Negatif,0.9607027173042297
85,"programında işletme sahiplerinin sürekli söylediği ""kullandığımız her şey özel"" basmakalıp cümlelerine bitiyorum, sırf o güzide deyişler için izliyorum:

""bizim tereyağı trabzon'dan günlük geliyor, abimin çiftliği var""
""balıklarımız olta balığı, özel olarak alıyoruz, sosu da eski bir girit tarifi""
""turşu ve biberi antep'ten özel getirtiyoruz.""

ben olsam dayanamaz gülerdim adamlara: ""ulan hiç mi migros'tan tansaş'tan iki kilo domates almıyorsunuz?"" memlekette herkes gurme olmuş.",2009-07-30,realsanto,2009,Nötr,0.9748278856277466
91,"yemek yerken yanına da yardımcı olarak birilerini almalı, ağzının kenarlarından akanları silmek için. kendisini öyle bir kaptırıyor ki yemeye ne parmak kalıyo ne ağız.",2009-08-09,wish list,2009,Nötr,0.9996277093887329
90,o yerken biz geviş getiriyoruz...,2009-08-09,ayrikotu,2009,Nötr,0.9405490756034851
89,"paris'te okurken kendileri, devletin verdiği bursu biriktirerek ayda en az 1 kez en lüks fransız restaurantlarına gidip, değişik yemekleri tadarak gurmeliğinin sinyalini belki de seneler önce göstermiştir.",2009-08-09,d k a,2009,Nötr,0.9968043565750122
86,"abimizdir. bu denli aşmış bir adamla arkadaşlık yapmak güzel olabilir, ta ki eve misafirliğe gelene değin...

faraza,

evde takılsak, pes oynasak, karnımız acıksa... vedat abi benim hanıma ''yenge bi kayıntı yap da yiyek...'' dese...

hanım elde ne varsa bir kayıntı hazırlasa, vedat abi yerken ağzını tutamayıp ''şusu böyle, busu olmamış...'' dese... lezzetten ''iki'' verse...

arkadaşlık çatırdar. ya hanım ya vedat abi... sıkıntı şimdi !

o halde, vedat abi beleşe karnını doyurduğu için ''ama fiyattan beş,",2009-08-09,foko melik,2009,Nötr,0.9930537939071655
87,asker karavanasına muhtaç etmek istediğim adamdır.,2009-08-09,ama arkadaslar iyidir,2009,Nötr,0.6548181772232056
88,"adam gurme. vejeteryan olmasını, kesilen hayvanlara üzülmesini falan beklemiyorum tabi ki. ama yazılarını okurken deli oluyorum, elimde değil. yediği hayvanlardan sebze-meyve gibi bahsettiğinde bende şalter atıyor.

beytiye gidiyor, anlatıyor beyimiz efendim sırları bilmem kaç aylıktan sonra büyümesine izin verilmeyen özel yetiştirilen kuzularmış. kuzu fazla büyütülmeden tam vaktinde kesilmeliymiş yoksa yağını kaybedermiş. bu kadar hedonizm dozu bana fazla gelir. gidicem bir restorana, karşımdaki adam çağı",2009-08-09,bloodflowers,2009,Nötr,0.9124826788902283
92,programını her izlediğimde ağzımdan salyalar akmaması için büyük çaba sarfediyorum.,2009-08-10,biberiye,2009,Pozitif,0.9095999598503113
93,(bkz: izleyicisi açken tok yatan bizden değildir),2009-08-10,bu kacinci nick,2009,Nötr,0.9992054104804993
94,"süpüroğlu lokantasında kaburga dolmasına gömülmüşken mekan sahibinden ""artık daha fazla yemenize izin vermeyeceğim, kaldırtıyorum bunları"" diye sağlam ayar almıştır.",2009-08-12,herkimse,2009,Nötr,0.9299774169921875
97,"izmir bucada sadece öğlen servis yapan bir esnaf lokantasında bir yemeği tadarken : ""biliyorsunuzdur"" fransada ""bilmem nerde"" ""su yemeği"" aynı bu sekilde yaparlar ama bu ondan daha guzel diyerek yılların babadan ogula devredilen lokanta geleneğine tedirginlik yasatan insandır. ayrıca ictiği bir sarabın tadı için ""vahşi"" diyerek beni benden almıstır. yemekteyiz rezaletinden sonra vedat milor televizyonda askın yemekle bulusmasıdır. beğenerek izliyoruz.",2009-08-19,javamaster,2009,Negatif,0.9994891881942749
95,"sen git brownlarda stanfordlarda oku, sonra agzının kenarındaki pirinçlerle filan ünlü ol. oldu mu şimdi vedat bey demek istiyorum ve şu an ""pideci"" derken bile ağzı sulanan bir insan olduguna inanamıyorum. hatta çeşme'deki dost pide'ye oturdugunda ""siz şöyle üç dört çeşit yapın getirin o zaman"" deyip beni kendimden gecirmiştir.",2009-08-19,gone with the wind,2009,Negatif,0.9995526075363159
96,(bkz: joe pesci),2009-08-19,mavromanika,2009,Nötr,0.9995508790016174
98,"""belli ki genç bir dana"" cümlesini kurmuş bir gurme *...

dana'nın zaten genç olması gerektiği ortada... ancak bodrum'da yediği yaprak ciğeri, ""ben hiç edirne'de ciğer yemedim. istanbul'da da yaprak ciğer yapabilen bir yer yok, bu yediğim benim için referans noktası"" deme başarısını gösterebilmiştir. aferin... istanbul'da hiç yaprak ciğer yiyemediği için değil, bir otobüse atlayıp edirne'ye gitmediği için...

ps: ""kadıköy'deki edrene ciğercisine git de yaprak ciğer nasıl oluyor gör"" diyeceğim eğer bir yerd",2009-09-21,ucanokuz,2009,Nötr,0.8878844976425171
99,"çıktğı yemek programında tattığı yemek hoşuna gitmişse vahşileşen gurme. sevdiği yemek olunca on parmağı ile yiyip ekranda olduğunu unutabiliyor, ağzından da yağlar damlıyor. ığğhhhh iğrenç...",2009-09-22,anechoastain,2009,Negatif,0.9993674755096436
100,"bu adamın adını her gördüğümde,
""allez, vedat, milor!
vous asseoir à ma table.""
diyen bir edith piaf sesi beynimin içinde yankılanıyor.

bu obsesyondan kurtulamıyorum, lütfen yardım edin.",2009-09-22,dasblankewesen,2009,Negatif,0.623471736907959
101,"ben bu adamin taklidini yaban ellerde gittigim pizzeria olsun, ufak restaurantciklarda olsun neseyle yapiyor ve cok egleniyorum.. bu sebeple kendisi benim icin ciddi anlamda bir komedyen niteligi tasiyor.. bunun yanisira nacizane soyle bir intiba birakiyor bende bu tatli insan;

milor ne lan? milor ne ? lor peyniri gibi.. her milor dedigimde sanki dudagimla dislerim arasinda yemek parcaciklari kalmiscasina dilimle orayi siyiriyorum.. pavlovun kopegi ettin beni milor... (cildirma ani... umid ediyorum cok ya",2009-10-06,melancholia1,2009,Nötr,0.9769372940063477
102,an itibariyle 10 numara boğaz manzaralı programı ntvde yayınlanan gurme.,2009-10-23,javamaster,2009,Pozitif,0.998481035232544
103,"yemekten bahsediyor ve anlamıyorum. her gün yiyorum ben yemek. o derece içindeyim ama anlamıyorum.
""trüfü biraz yakarlar ve karanfil aromasıyla şakırlar"" diyor , yeni dil öğreniyormuş gibi kelime seçebiliyorum ama cümleyi çıkaramıyorum, anlama hakim olamıyorum.

dana yanağı söylerim genelde oraya gittiğimde, dedi. dananın yanağının olduğunu bile yeni öğrendim. ama milor bey yemeğe çoktan başlamış ve yemek kültürünün bir parçası haline bile getirmiş.

dalga geçmiyor saygıyla iki dakika bekliyorum duvara bak",2009-11-02,daldurdap,2009,Negatif,0.9850329160690308
105,"çocuk olsam, 23 nisan'da bu vedat milor bey'in sandalyesine oturmak isterdim. artık o gün hangi restoranda ise, orada..",2009-11-07,arcadia,2009,Nötr,0.9842526316642761
104,"öyle bir hazla yemek yiyor ki, yediği yemekler değil de yemek yeme şekli iştahımı açıyor. konuşmasında da bir gariplilk var, sanki mütemadiyen bir şeylerden tat alıyor. nasıl bir damaksa artık..",2009-11-07,jameskeenan,2009,Nötr,0.9990312457084656
106,muhtemelen hiç kimse misafirliğe filan çağırmıyordur.,2009-11-07,geven,2009,Nötr,0.8948350548744202
107,yemek yemek icin para alan insan. ne guzel bir meslektir gurmelik.,2009-11-26,theperfectman,2009,Negatif,0.9936763048171997
108,"bir programında ""zenginleştikçe sakatat yemeyi bırakıyoruz"" buyurmuş gurme. arkadaşım sen önce ağzının kenarındaki kaburga yağını sil diyorum kendisine. ayrıca da şu dost sütle içim sütün tadı aynı mı değil mi bi tatlarına bakıp söylesin biz de bu dertten kurtulalım istiyorum. ( bu yazımda türk insanının, gurmeliği bile, basitleştirme marifetine değindim)",2009-11-27,lomelindi,2009,Negatif,0.824176013469696
109,mütemadiyen uyku semesi.,2009-11-30,hayati tehlike,2009,Nötr,0.9890962243080139
110,"geçen hafta fatihte gittiği bir pideciye ben yazları adada geçiriyorum ama sırf bu pide için şehre iniyorum dedi bu gurme insan. bu ne kopuk hayat, bu ne manyak yaşam tarzı ya, bu ne bohem ya. (bkz: recep ivedik)",2009-12-13,man of honor,2009,Negatif,0.9896845817565918
111,(bkz: #17503294),2009-12-13,ingazhi,2009,Nötr,0.9997310638427734
113,"kolpa gurmedir.

terazinin bir kefesine yemek kültürünün her cephesinde aşmış bir insan olma ile hoşsohbetliği, yani ağzının sağlam laf yapmasını, diğer yanına ise kapı kapı lokanta gezip memleketin bütün lokanta sahipleri ve şefleriyle ense tokat samimiyet kurup çevrenizi genişletme fırsatı ve gittiğiniz her yerde ayrıcalıklı muamele görmek için altyapı çalışması olayını koyduğunuz zaman göreceksiniz ki bu kişide ikinci kefe büyük nispette ağır basmaktadır.

özetle, programdan aldığı programa verdiğinden ",2009-12-19,frankiegoestohollywood,2009,Negatif,0.9994221925735474
112,"çok zor bir iş yapmaktadır kendisi.
geçenlerde bursa'da bir lokantada, dükkanın sahibi yaşlı amcayla nerde o eski iskenderler muhabbeti yapıyordu.
bugün gene denk geldi programı izleyeyim dedim. bu sefer daha elit bir yerde (sanırım italyan restoranı) önüne gelen koca tabağın içindeki kibrit kutusu kadar etin yanına konmuş üç beş yaprak otu yorumluyordu.
iki durumda da değişmeyen tek nokta durmadan konuşuyor, bilmediği yok sanırsam.
dikkatimi çeken diğer noktada genelde kebapçılara gittiğinde içecek konusu",2009-12-19,869,2009,Nötr,0.999313473701477
114,"durduk yerde televizyonda karşıma çıkıp haftasonu ptt * * * keyfimi bozan adamdir benim nazarımda.. aç gözlülüğüm değil, o'dur sorumlusu",2009-12-19,aman veyahut da kaderkismet,2009,Negatif,0.9994615912437439
116,izmir italyan kültür merkezi'nin hocalarından leonardo baba'ya fazlasıyla benzeyen insan..,2009-12-20,pluchart,2009,Nötr,0.9995201826095581
115,"tıpkı alışveriş gibi, aç karna herhangi bir televizyon programına maruz kalınmaması gereken kişi. öyle güzel yemek yiyor ki...",2009-12-20,genia,2009,Nötr,0.9489091634750366
117,"dikkat edenler göreceklerdir; aldığı her lokmadan sonra ağzını belli belirsiz şapırdatıyor yemeğin tadını daha iyi almak için. dudakları ince şerit gibi büzüp lokmanın her molekülünü analiz eden bir ağız yapısı, kusursuz tad alıcı bünye.
büyük ihtimalle zaman içerisinde ahtapot vantuzları oluştu dilinde, lokmayı vantuz diliyle bir ahtapot gibi sarıp tüm zerrecikleri ayrı tadıyor vedat milör. zaten onu vedat milör yapan özelliği de bu olsa gerek.

tok da olsam onu izleyince mideme açlık krampı giriyor. önüm",2009-12-21,captain bellick,2009,Nötr,0.9982679486274719
118,"şimdi sevgili sözlük öncelikle bakanzi: #17567840

ben daha dün bu adamı hali vakti yerinde bir gurme olarak sınıflandırmış, ardından televizyonumu kapayıp structure of turkish economy adlı dersimin sınavıma çalışmak için masaya oturmuştum. önümde okumam gereken makaleleri karıştırırken the genesis of planning in turkey adlı makalede takılı kaldım. evet yazı gerçekten bir şeyler öğretiyordu ama takılı kalma nedenim sadece içeriği değil yazan kişiydi: vedat milor. bunun muhtemel bir isim benzerliği olduğunu",2009-12-21,genia,2009,Nötr,0.9997202754020691
119,"birden fazla defa oldu; tok karna izlerken bile yemek sipariş etmeme ya da yemeğe çıkmama neden olan insan.
bir insan bu kadar ballandıra ballandıra, içten gelerek yemek mi yer ve yemekten mi bahseder çık hayatımdan vedat milor.",2009-12-21,theos ek mekhanes,2009,Negatif,0.998406171798706
120,"ne yerse ne yesin çenesine azıcık yağ bulaşıyor mutlaka. o parlayan yağlı çeneye kilitlenip kalmaktan ne yediğini, nerede olduğumu!!1, filan unutuyorum. mantı diye sunulan makarnaları da abartıp durmasın, gelsin kayseri'de bir köy evinde yesin bakalım, ellerini mi yiyo, mantıyı mı??*",2009-12-23,edgenabby,2009,Nötr,0.997161865234375
121,adil maviş izlesin de hipnoz öğrensin.,2009-12-24,procrom,2009,Nötr,0.9996435046195984
122,yemekleri tadarken ağzını şapırdatmasıyla ünlü gurme.,2009-12-25,suhuletbaci,2009,Negatif,0.9973399043083191
123,"gittiği yerlerde, mekanın sorumlu kişileri veya şeflerle yaptığı muhabbetler bir garip olan kişi. bu yerken bir yandan anlatıyor, karşısındaki çoğunlukla kafa sallamakla ya da ''hıhı evet, aynen'' falan demekle yetiniyor. ya üstad daki bilgi ve birikim kendilerinde yok, ki kuvvetle muhtemel bu ihtimal doğru, ya da ''abi yedin içtin, çek iki görüntü gidiver gözünü seveyim'' demekteler içten içe kendisine. bir sallamama, boşvermişlik durumu oluyor hep karşısındakilerde sanki. hele az önce izlediğim bölümde w",2009-12-26,erbil,2009,Nötr,0.9495522975921631
124,(bkz: çekiklerin ağız şapırdatması),2009-12-29,frankiegoestohollywood,2009,Nötr,0.9994704723358154
125,ocak ayının sonu itibariyle yeni çekimlerine adana mersin antakya ve gaziantep'te devam edilecek tadı damağımda programının gurmesi.,2010-01-08,siyah gocuk,2010,Nötr,0.9733585715293884
126,"ankara'da gittiği bir balık lokantasında kokoreç adı verilen ahtapottan yapılmış bir yemek masada durmaktadır. vedat abimiz ""aslında balığın bağırsağından kokoreç yapsanız..."" deyince karşıdaki restoran sahibine birden kal geldi. cılız bir sesle ""balığın bağırsağı?"" diyebildi. meğer morina balığından güzel kokoreç olurmuş. nerden bilebilirdik ki?",2010-01-08,caadas,2010,Nötr,0.9991574287414551
127,"kendisiyle bu yaz ntv'deki bir programında tanışma şerefine nail oldum. yemek yerken zevk aldığı her halinden belli olan gurme. böyle keyifli adamların hastasıyım. lakin programında izlediğim bölümü uzun süre hafızamdan kazınmayacak şekilde komik olaylar barındırmaktaydı. şöyle ki;
bir cumartesi sabahı ne hikmetse erken kalkmış televizyonu karıştırıyorken ntv'de vedat milor'un programına takıldım. kendisi nişantaşı'da yeni açılan lüks bir restoranı ziyaret ediyordu. masaya oturuldu filan. ambiyans şahane. ",2010-01-09,1l0l1l1l0l0l1l1l0l0l0l1l1l0l1l1l1,2010,Nötr,0.9916524887084961
